step,accuracy,loss
1,0.1896894872188568,354.35137939453125
2,0.25169187784194946,337.2697448730469
3,0.3000597059726715,321.10772705078125
4,0.34842756390571594,305.8457946777344
5,0.3950039744377136,291.837646484375
6,0.45392119884490967,278.55029296875
7,0.502587616443634,265.87939453125
8,0.5567277073860168,253.69839477539062
9,0.593252420425415,242.02796936035156
10,0.6285828351974487,230.5653533935547
11,0.6603304147720337,219.6304931640625
12,0.6770501732826233,209.34938049316406
13,0.6958599090576172,199.27134704589844
14,0.7119824886322021,189.82235717773438
15,0.7192476391792297,181.30027770996094
16,0.7331807613372803,172.91001892089844
17,0.7457205653190613,164.8787078857422
18,0.7576632499694824,157.29266357421875
19,0.7621417045593262,149.88027954101562
20,0.7705016136169434,142.80691528320312
21,0.7791600227355957,135.80938720703125
22,0.7883160710334778,129.399169921875
23,0.7962778806686401,122.85037231445312
24,0.8021497130393982,117.35332489013672
25,0.8095143437385559,112.4118423461914
26,0.8165804147720337,107.44243621826172
27,0.8207603693008423,102.98270416259766
28,0.8254379034042358,98.95038604736328
29,0.8289211988449097,95.35260772705078
30,0.8341958522796631,92.02366638183594
31,0.8399681448936462,88.53052520751953
32,0.8447452187538147,85.52885437011719
33,0.8503184914588928,82.71851348876953
34,0.8503184914588928,80.042724609375
35,0.8569864630699158,77.56427764892578
36,0.8611664175987244,74.98455810546875
37,0.8645501732826233,72.58894348144531
38,0.8659434914588928,70.74225616455078
39,0.8701234459877014,68.7065658569336
40,0.871715784072876,67.27516174316406
41,0.8773885369300842,65.10264587402344
42,0.8781847357749939,63.62316131591797
43,0.8764928579330444,62.57518768310547
44,0.8807722926139832,60.75544357299805
45,0.8832603693008423,59.49079513549805
46,0.8857484459877014,58.11622619628906
47,0.8862460255622864,57.224056243896484
48,0.8900278806686401,55.72688293457031
49,0.8922173976898193,54.46675109863281
