step,accuracy,loss
1,0.08996815234422684,362.7587585449219
2,0.09076432883739471,361.29144287109375
3,0.09842754900455475,359.95404052734375
4,0.11683917045593262,358.18670654296875
5,0.14400875568389893,355.54937744140625
6,0.178045392036438,350.8724365234375
7,0.20710588991641998,343.3853454589844
8,0.23666401207447052,332.1855773925781
9,0.2738853693008423,317.84210205078125
10,0.31817278265953064,304.013916015625
11,0.3605692684650421,290.39373779296875
12,0.38266322016716003,279.74945068359375
13,0.41182324290275574,269.5291442871094
14,0.4260549545288086,260.6665954589844
15,0.44725319743156433,251.35647583007812
16,0.45979300141334534,245.03414916992188
17,0.4814888536930084,237.50169372558594
18,0.5055732727050781,229.40249633789062
19,0.512539803981781,224.16603088378906
20,0.5366241931915283,216.53659057617188
21,0.5518510937690735,210.86434936523438
22,0.5637937784194946,204.1721954345703
23,0.5725517868995667,198.53640747070312
24,0.5850915908813477,192.3820037841797
25,0.5943471193313599,187.82044982910156
26,0.6036027073860168,183.38980102539062
27,0.6083797812461853,179.6452178955078
28,0.6205214858055115,173.54641723632812
29,0.6251990795135498,170.32078552246094
30,0.6244028806686401,168.96279907226562
31,0.6364450454711914,164.45631408691406
32,0.6392316818237305,162.79794311523438
33,0.6421178579330444,158.89901733398438
34,0.6514729261398315,156.36984252929688
35,0.6566480994224548,154.6959991455078
36,0.6599323153495789,151.022216796875
37,0.665505588054657,149.93429565429688
38,0.6674960255622864,147.86253356933594
39,0.6698845624923706,146.28726196289062
40,0.6753582954406738,144.4234161376953
41,0.674761176109314,143.9830322265625
42,0.6791401505470276,141.59043884277344
43,0.6831210255622864,140.54676818847656
44,0.6850119233131409,138.73216247558594
45,0.6926751732826233,136.04148864746094
46,0.6867038607597351,137.23165893554688
47,0.6946656107902527,133.3421173095703
48,0.693869411945343,133.3889923095703
49,0.6994426846504211,131.8090362548828
